000000000000000	000000000000000	24.000000	25.000000	aa-aa-aa-aa-aa-aa	bb-bb-bb-bb-bb-bb	32109231	1257305985	andiy	18609765432	judy			1789098763
000000000000000	000000000000000	23.000000	24.000000	aa-aa-aa-aa-aa-aa	bb-bb-bb-bb-bb-bb	32109231	1257305988	andiy	18609765432	judy			1789098762
000000000000000	000000000000000	24.000000	25.000000	aa-aa-aa-aa-aa-aa	bb-bb-bb-bb-bb-bb	32109231	1257305985	andiy	18609765432	judy			1789098763
000000000000000	000000000000000	24.000000	25.000000	aa-aa-aa-aa-aa-aa	bb-bb-bb-bb-bb-bb	32109231	1257305985	andiy	18609765432	judy			1789098763
000000000000001	000000000000001	24.000000	25.000000	aa-aa-aa-aa-aa-ae	bb-bb-bb-bb-bb-be	32109231	1257305985	andiy	17609765432	judy			1789098763
000000000000001	000000000000001	24.000000	25.000000	aa-aa-aa-aa-aa-ae	bb-bb-bb-bb-bb-be	32109231	1257305985	andiy	17609765432	judy			1789098763
000000000000001	000000000000001	24.000000	25.000000	aa-aa-aa-aa-aa-ae	bb-bb-bb-bb-bb-be	32109231	1257305985	andiy	17609765432	judy			1789098763
000000000000001	000000000000001	24.000000	25.000000	aa-aa-aa-aa-aa-ae	bb-bb-bb-bb-bb-be	32109231	1257305985	andiy	17609765432	judy			1789098763
000000000000002	000000000000002	24.000000	25.000000	aa-aa-aa-aa-aa-ac	bb-bb-bb-bb-bb-bc	32109231	1257305985	andiy	15609765432	judy			1789098763
000000000000002	000000000000002	24.000000	25.000000	aa-aa-aa-aa-aa-ac	bb-bb-bb-bb-bb-bc	32109231	1257305985	andiy	15609765432	judy			1789098763
000000000000002	000000000000002	24.000000	25.000000	aa-aa-aa-aa-aa-ac	bb-bb-bb-bb-bb-bc	32109231	1257305985	andiy	15609765432	judy			1789098763
000000000000002	000000000000002	24.000000	25.000000	aa-aa-aa-aa-aa-ac	bb-bb-bb-bb-bb-bc	32109231	1257305985	andiy	15609765432	judy			1789098763
